PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Mobility left	Mobility	Mobility right	CCS	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference CCS	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	CCS matched	m/z matched	MS/MS matched	RT similarity	CCS similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	7	0.1726333	0.3298833	0.4475833	-1	-1	-1	-1	472.9348	549.6667	5555.922		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.793333	472.93475:300	
1	Unknown	27	0.1726333	0.3298833	0.4475833	14.30951	14.91075	15.63224	118.8783	472.9348	599.3333	14487.47	248.959	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	11.98667	472.93475:78	248.959:889 248.97:8751
2	Unknown	8	0.2511	0.3691167	0.6447333	-1	-1	-1	-1	188.007	618.6667	7897.818		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	10.64	188.97079:1168	
3	Unknown	36	0.2511	0.3691167	0.6447333	15.2715	15.99298	16.59422	132.7961	188.007	661.3333	16796.23		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	13.22667	188.00703:81 189.01358:38	
4	Unknown	8	0.1334	0.3691167	0.5652834	-1	-1	-1	-1	240.1559	442.3333	4588.962		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.846666	240.15588:269	
5	Unknown	67	0.1334	0.3691167	0.5652834	18.87894	19.72067	20.44216	161.4154	240.1559	421.3333	12611.6		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.426666	240.15588:69 240.16124:57 240.1666:35 240.17197:23	
6	Unknown	8	0.2511	0.3691167	0.9589167	-1	-1	-1	-1	572.0391	1328.667	19877.04		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	26.57333	572.02252:193	
7	Unknown	82	0.2511	0.3691167	0.9589167	20.8029	21.52439	22.36613	170.7526	572.0391	1499	43981.93		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	29.98	572.03906:144	248.97038:103
8	Unknown	9	0.2903167	0.40835	0.5652834	-1	-1	-1	-1	560.8707	18137	267391.4		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	114.52	560.87073:7322 561.87854:421 562.86261:2960	
9	Unknown	50	0.2903167	0.40835	0.5652834	16.71447	17.67646	18.63844	140.3005	560.8707	20943.33	626706.1	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	418.8667	560.87073:1895 561.8703:105 562.86261:882	248.97:19632 337.89899:2532
10	Unknown	9	0.2903167	0.40835	0.5652834	-1	-1	-1	-1	560.928	2081	29679.27		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	15.17333	560.87073:7322 561.87854:421 562.86261:2960	
11	Unknown	50	0.2903167	0.40835	0.5652834	16.83472	17.67646	18.39794	140.3001	560.928	2570	69767.87	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	51.4	560.87073:1895 561.8703:105 562.86261:882	248.97:19632 337.89899:2532
12	Unknown	10	0.3298833	0.4475833	0.6055	-1	-1	-1	-1	339.1968	680	6980.426		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	12.82	339.89777:1375	
13	Unknown	102	0.3298833	0.4475833	0.6055	22.60662	23.32811	23.68886	187.9995	339.1968	244	7642.963		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	4.88		248.96494:41
14	Unknown	112	0.3298833	0.4475833	0.6055	24.2901	24.53059	25.97357	197.6877	339.1968	271.3333	7793.278		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	5.426667	339.19684:30	
15	Unknown	10	0.2903167	0.4475833	0.5652834	-1	-1	-1	-1	563.8721	514	5029.943		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.8	563.87213:312	
16	Unknown	55	0.2903167	0.4475833	0.5652834	16.83472	17.67646	18.39794	140.2827	563.8721	563.6667	14617.34	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	11.27333		248.97:19632 339.90399:805
17	Unknown	10	0.3298833	0.4475833	0.9589167	-1	-1	-1	-1	606.8434	667	8346.966		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	13.34		
