PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Mobility left	Mobility	Mobility right	CCS	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference CCS	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	CCS matched	m/z matched	MS/MS matched	RT similarity	CCS similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	8	0.2466667	0.4036	0.6393167	-1	-1	-1	-1	188.9704	1403.667	19494.46		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	22.37333	188.97038:498	
1	Unknown	36	0.2466667	0.4036	0.6393167	14.55001	15.2715	15.99298	127.0838	188.9704	1529	40540.4		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	30.58	188.96562:89	
2	Unknown	8	0.08941667	0.4036	0.7181	-1	-1	-1	-1	249.975	20999	646330.2		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	321.4933	249.53233:731 249.79462:376 249.97501:8325	
3	Unknown	13	0.08941667	0.4036	0.7181	11.06282	12.14505	13.10703	99.51181	249.975	27362.67	748528.9	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	547.2534	249.5542:232 249.64706:177 249.9586:257 249.97501:2527 250.24844:61	248.97:376247 249.33:2490 249.418:1796 249.707:889 249.806:619 249.84399:581 249.97501:17287
4	Unknown	9	0.3251333	0.4428333	0.8358	-1	-1	-1	-1	202.9828	1842.333	33434.41		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	28.18	202.97794:121 203.01241:88	
5	Unknown	47	0.3251333	0.4428333	0.8358	15.39174	16.23348	16.95497	134.4702	202.9828	2198.667	57877.79		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	43.97333	202.97794:48	
6	Unknown	9	0.3251333	0.4428333	0.8358	-1	-1	-1	-1	202.9828	1842.333	33434.41		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	28.18	202.98285:736	
7	Unknown	48	0.3251333	0.4428333	0.8358	15.39174	16.23348	16.95497	134.4702	202.9828	2318.333	60172.12		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	46.36666	202.97794:37	
8	Unknown	9	0.2074333	0.4428333	0.7181	-1	-1	-1	-1	250.1281	741	13716.9		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	14.82	249.79462:472 249.97501:8266	
9	Unknown	13	0.2074333	0.4428333	0.7181	11.30331	12.14505	12.86654	99.50874	250.1281	1100.667	25331.42	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	22.01333	249.63614:183 249.79462:130 249.97501:2587 250.24844:67	248.97:376247 249.51601:1395 249.625:1071 249.707:891 249.806:620 249.97501:17296
10	Unknown	10	0.08941667	0.4823833	0.7181	-1	-1	-1	-1	249.4013	3217.333	96276.92		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	57.67333	248.97002:137466 249.48865:845 249.79462:446 249.86021:381 249.97501:8078 250.97655:80	
11	Unknown	14	0.08941667	0.4823833	0.7181	11.30331	12.14505	12.86654	99.52335	249.4013	4344.333	112689.1	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	86.88667	248.97002:38805 249.36848:399 249.49957:281 249.79462:155 249.86021:118 249.97501:2537 250.12265:105 250.97655:50	248.97:376247 249.44501:1768 249.625:1071 249.707:891 249.77299:598 249.86:561 249.97501:17295
12	Unknown	11	0.4036	0.5216166	0.9535	-1	-1	-1	-1	146.965	354	2657.416		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	7.08		
13	Unknown	22	0.4036	0.5216166	0.9535	12.86654	13.46778	14.06902	114.1528	146.965	354	7662.204		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	7.08	146.96085:25 146.96504:56 146.96922:34 146.97343:22	
14	Unknown	11	0.3643667	0.5216166	0.7181	-1	-1	-1	-1	250.2211	427.3333	4552.769		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.546667	249.79462:446 249.86021:381 249.97501:8078 250.97655:80	
15	Unknown	14	0.3643667	0.5216166	0.7181	11.42356	12.14505	12.86654	99.50688	250.2211	589	13080.56	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	11.78	249.79462:155 249.86021:118 249.97501:2537 250.12265:105 250.97655:50	248.97:376247 249.44501:1768 249.625:1071 249.707:891 249.77299:598 249.86:561 249.97501:17295
16	Unknown	11	0.2466667	0.5216166	0.9535	-1	-1	-1	-1	572.0392	463	4736.682		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	9.26		
17	Unknown	90	0.2466667	0.5216166	0.9535	20.8029	21.64464	22.24588	172.0577	572.0392	458.3333	11774.69	283.256	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	9.166667	572.03094:56	283.25601:3619
18	Unknown	13	0.2074333	0.6000834	0.8750333	-1	-1	-1	-1	116.0252	411	2903.784		[M-H]-	M + 0	similar chromatogram in higher mz_17; similar chromatogram in higher mz_18; similar chromatogram in higher mz_21; similar chromatogram in higher mz_26; similar chromatogram in higher mz_27; similar chromatogram in higher mz_30	null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.22		
19	Unknown	18	0.2074333	0.6000834	0.8750333	12.38554	12.98678	13.58802	112.4103	116.0252	411	8895.938		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.22	116.02152:50 116.02524:51 116.02897:31 116.03269:21	
20	Unknown	13	0.08941667	0.6000834	1.071517	-1	-1	-1	-1	165.0418	858	6888.714		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	17.16		
21	Unknown	40	0.08941667	0.6000834	1.071517	14.7905	15.63224	16.47398	131.2917	165.0418	669.3333	20576.83		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	13.38667	165.03294:21 165.03738:64 165.04182:68 165.04626:36 165.0507:27	149.00951:78
22	Unknown	13	0.12865	0.6000834	1.11075	-1	-1	-1	-1	239.0635	2689	26553.88		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	53.78	239.04747:50 239.06351:1087 241.21237:184	
23	Unknown	63	0.12865	0.6000834	1.11075	17.43596	18.39794	19.23968	150.9658	239.0635	2387.333	69767.82	239.064	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	47.74667	239.05283:68 239.06351:198	239.064:374
24	Unknown	13	0.2074333	0.6000834	0.7573333	-1	-1	-1	-1	313.0728	1342.667	10965.54		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	26.85333	313.07275:636	
25	Unknown	83	0.2074333	0.6000834	0.7573333	20.08142	20.8029	22.00538	168.5387	313.0728	1085.667	33195.68	248.965	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	21.71333	313.06665:57 317.15488:31	248.965:6733 255.224:1631
26	Unknown	13	0.1678833	0.6000834	1.071517	-1	-1	-1	-1	340.3312	409	3272.455		[M-H]-	M + 1	isotope of 66	null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.18	339.90387:876 340.33118:247 343.24643:265 345.26108:821	
27	Unknown	108	0.1678833	0.6000834	1.071517	23.08762	23.68886	24.65084	191.254	340.3312	399.6667	10021.48	339.324	[M-H]-	M + 1		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	7.993333		339.311:93 339.32401:846 340.33099:99
28	Unknown	13	0.2074333	0.6000834	1.032283	-1	-1	-1	-1	340.3312	409	3272.455		[M-H]-	M + 0	found in higher mz's MsMs_27	null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.18	339.89749:607 343.24643:101	
29	Unknown	107	0.2074333	0.6000834	1.032283	23.08762	23.68886	24.65084	191.254	340.3312	399.6667	10021.48	339.318	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	7.993333		139.108:66 339.31799:645
30	Unknown	13	0.2074333	0.6000834	1.032283	-1	-1	-1	-1	351.0488	460	3609.045		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	9.2	353.30066:273 355.31851:2406	
31	Unknown	100	0.2074333	0.6000834	1.032283	22.00538	22.84712	23.56861	184.2525	351.0488	405.6667	11053.19		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.113334		279.22549:49 281.24002:63 309.28461:24 316.0535:29 325.18018:47
32	Unknown	13	0.2074333	0.6000834	1.032283	-1	-1	-1	-1	367.354	412.6667	2965.241		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.253333	369.29852:456 371.31482:3894 372.315:690	
33	Unknown	117	0.2074333	0.6000834	1.032283	24.2901	24.89134	25.85332	200.3872	367.354	310.6667	9083.532		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	6.213333	371.30814:34	
34	Unknown	13	0.2074333	0.6000834	0.9535	-1	-1	-1	-1	407.0735	330.6667	2336.223		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	6.613333		
35	Unknown	119	0.2074333	0.6000834	0.9535	24.53059	25.13183	25.73307	201.6204	407.0735	330.6667	7157.17	395.113	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	6.613333	407.06653:36	395.10001:155 395.11301:685
36	Unknown	13	0.2074333	0.6000834	0.9535	-1	-1	-1	-1	423.3215	317	2239.658		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	6.34	425.04504:274	
37	Unknown	141	0.2074333	0.6000834	0.9535	27.0558	27.77729	28.37853	222.5429	423.3215	296	6861.348		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	5.92	423.32147:55	409.30222:24
38	Unknown	13	0.12865	0.6000834	1.11075	-1	-1	-1	-1	463.1716	1080.667	8147.392		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	21.61333	463.16422:280	
39	Unknown	152	0.12865	0.6000834	1.11075	28.37853	29.10002	29.94175	232.5055	463.1716	877.3333	24956.27		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	17.54667		463.19397:26
40	Unknown	13	0.08941667	0.6000834	1.071517	-1	-1	-1	-1	485.2798	49085.33	461805.2		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	981.7067	485.27979:20290 486.28586:5579 487.28531:704	
41	Unknown	147	0.08941667	0.6000834	1.071517	27.2963	28.49878	30.42274	227.4105	485.2798	29990.67	1180758	485.28	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	599.8134	485.25693:24 485.27979:3332 486.27823:966 487.28531:134	473.27301:315 485.28:12861 486.27802:3342 487.285:849
42	Unknown	13	0.1678833	0.6000834	1.071517	-1	-1	-1	-1	485.4017	1503.667	10831.53		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	30.07333	485.27979:20290 486.28586:5579 487.28531:704	
43	Unknown	147	0.1678833	0.6000834	1.071517	27.65704	28.49878	29.34051	227.409	485.4017	983	33181.21	485.28	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	19.66	485.25693:24 485.27979:3332 486.27823:966 487.28531:134	473.27301:315 485.28:12861 486.27802:3342 487.285:849
44	Unknown	13	0.08941667	0.6000834	1.424933	-1	-1	-1	-1	486.2859	14333.33	134683.3		[M-H]-	M + 1	isotope of 20	null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	286.6667	486.28586:5579 487.28531:704	
45	Unknown	147	0.08941667	0.6000834	1.424933	27.41654	28.49878	30.18225	227.3977	486.2859	9120.333	346869.6	485.28	[M-H]-	M + 1		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	182.4067	486.27823:966 487.28531:134	473.27301:315 485.28:12861 486.27802:3342 487.285:849
46	Unknown	13	0.2074333	0.6000834	0.7573333	-1	-1	-1	-1	487.2853	1688.333	13548.04		[M-H]-	M + 2	isotope of 20	null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	33.76667	487.28531:704	
