PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Mobility left	Mobility	Mobility right	CCS	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference CCS	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	CCS matched	m/z matched	MS/MS matched	RT similarity	CCS similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	7	0.1577667	0.35425	0.5115	-1	-1	-1	-1	562.8708	1629.333	29676.28		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	10.77333	562.87085:586	
1	Unknown	54	0.1577667	0.35425	0.5115	16.83472	17.67646	18.39794	140.6107	562.8708	1983	56781.1	471.928	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	39.66	562.87085:216	471.92801:882
2	Unknown	9	0.0793	0.4327	0.6684333	-1	-1	-1	-1	202.9878	1950	50331.19		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	27.03333	202.98285:560	
3	Unknown	43	0.0793	0.4327	0.6684333	15.39174	16.23348	16.95497	134.47	202.9878	2492	65597.71		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	49.84	202.98285:166	
4	Unknown	11	0.3934833	0.5115	0.6684333	-1	-1	-1	-1	187.0075	797.3333	9225.433		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	12.28667	187.00275:166 187.09261:79 188.97038:549	
5	Unknown	39	0.3934833	0.5115	0.6684333	15.2715	15.99298	16.71447	133.1662	187.0075	937	24003.9		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	18.74	187.00275:71	
6	Unknown	11	0.3934833	0.5115	0.6684333	-1	-1	-1	-1	187.0075	797.3333	9225.433		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	12.28667	187.09261:190 188.97038:463	
7	Unknown	48	0.3934833	0.5115	0.6684333	15.2715	15.99298	16.71447	133.1662	187.0075	909.6667	23217.47		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	18.19333	187.00275:60	
8	Unknown	12	0.4327	0.5507333	0.78645	-1	-1	-1	-1	188.9704	1491.333	21763.33		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	26.12667	188.97038:463	
9	Unknown	41	0.4327	0.5507333	0.78645	14.42976	15.15125	15.87274	126.0851	188.9704	2001	48974.57		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	40.02	188.96088:65 188.97038:186	
10	Unknown	12	0.1969833	0.5507333	0.6684333	-1	-1	-1	-1	250.9765	404.3333	4430.646		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	7.94	250.97655:170 255.2347:658	
11	Unknown	8	0.1969833	0.5507333	0.6684333	11.54381	12.14505	12.86654	99.49181	250.9765	469	11204.7	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	9.38		248.97:413952 249.314:3019 249.379:2569 249.592:1245 249.74001:946 249.795:659 249.959:1479 249.97501:18216
12	Unknown	12	0.1969833	0.5507333	0.6684333	-1	-1	-1	-1	250.9765	404.3333	4430.646		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	7.94	250.97655:214 255.22919:964	
13	Unknown	16	0.1969833	0.5507333	0.6684333	11.54381	12.14505	12.86654	99.49181	250.9765	435	10468.78	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.7	250.49467:47	248.97:413952 249.325:2884 249.592:1245 249.959:1479 249.97501:18216
14	Unknown	13	0.2362167	0.5899667	1.218333	-1	-1	-1	-1	155.0381	471.3333	3616.7		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	9.426666		
15	Unknown	41	0.2362167	0.5899667	1.218333	14.30951	15.031	15.75249	126.8413	155.0381	416.3333	11082.05		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.326667		
16	Unknown	13	0.4327	0.5899667	0.7076667	-1	-1	-1	-1	187.0926	403.6667	3156.716		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.073334	188.62827:66 188.97038:435	
17	Unknown	56	0.4327	0.5899667	0.7076667	16.23348	16.83472	17.55621	140.1577	187.0926	411.6667	9667.927		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.233334	187.09261:60	
18	Unknown	14	0.4719333	0.6292	0.90415	-1	-1	-1	-1	141.019	595.6667	6096.745		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	11.91333	141.01903:293	
19	Unknown	36	0.4719333	0.6292	0.90415	13.22728	14.30951	15.51199	121.6802	141.019	445	15952.09		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.9		136.93433:26
20	Unknown	14	0.0793	0.6292	1.0614	-1	-1	-1	-1	165.0374	946	8621.59		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	18.92		
21	Unknown	48	0.0793	0.6292	1.0614	15.031	15.75249	16.23348	132.3	165.0374	833.3333	21998.16		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	16.66667	165.03738:113	74.98972:23
22	Unknown	14	0.0793	0.6292	1.139867	-1	-1	-1	-1	239.0582	3202.667	29466.39		[M-H]-	M + 0	similar chromatogram in higher mz_21; similar chromatogram in higher mz_25; similar chromatogram in higher mz_26; similar chromatogram in higher mz_32; similar chromatogram in higher mz_33; similar chromatogram in higher mz_34; similar chromatogram in higher mz_35; found in higher mz's MsMs_25; found in higher mz's MsMs_23	null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	64.05334	239.05283:637 239.12769:247 241.05664:251 241.14255:250	
23	Unknown	70	0.0793	0.6292	1.139867	17.55621	18.39794	19.23968	150.9659	239.0582	2828.667	82314.49	223.029	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	56.57333	239.06351:302	91.02:65 223.02901:1085 239.064:318
24	Unknown	14	0.2362167	0.6292	1.022167	-1	-1	-1	-1	240.059	329.6667	2962.447		[M-H]-	M + 1	isotope of 11	null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	6.593333	241.05664:251 241.14255:250	
25	Unknown	69	0.2362167	0.6292	1.022167	17.67646	18.2777	18.87894	149.948	240.059	382.3333	8275.456	223.029	[M-H]-	M + 1		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	7.646667		125.095:29 223.02901:1085 239.058:112
26	Unknown	14	0.4327	0.6292	1.218333	-1	-1	-1	-1	241.1425	513	3622.715		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	10.26	241.05664:251 241.14255:250	
27	Unknown	78	0.4327	0.6292	1.218333	18.63844	19.35993	19.96117	158.7747	241.1425	477	11103.71	227.2	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	9.54	241.13718:36	227.2:1597
28	Unknown	14	0.1969833	0.6292	1.0614	-1	-1	-1	-1	257.2385	505.3333	3926.839		[M-H]-	M + 2	isotope of 58	null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	10.10667	257.23853:242 259.11661:54	
29	Unknown	89	0.1969833	0.6292	1.0614	19.84092	20.68266	21.40414	169.0528	257.2385	425.3333	12034.42	248.965,255.235	[M-H]-	M + 2		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.506667		91.02:0 248.965:7340 255.218:66 255.235:4802 256.23599:618
30	Unknown	14	0.0793	0.6292	1.297117	-1	-1	-1	-1	265.1464	2964.667	30758.7		[M-H]-	M + 0	found in higher mz's MsMs_31	null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	59.29333	265.14639:1377 267.15475:266	
31	Unknown	86	0.0793	0.6292	1.297117	19.35993	20.32191	21.2839	165.865	265.1464	2666	82646.48	253.217	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	53.32	265.13513:28 265.14639:266	91.02:378 253.217:746 255.229:0 265.14099:288
32	Unknown	14	0.5115	0.6292	1.022167	-1	-1	-1	-1	284.2637	1549.667	22080.35		[M-H]-	M + 1	isotope of 68	null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	30.42667	284.2637:640 287.05161:277	
