PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Mobility left	Mobility	Mobility right	CCS	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference CCS	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	CCS matched	m/z matched	MS/MS matched	RT similarity	CCS similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	6	0.1836	0.3013	0.4977833	-1	-1	-1	-1	217.002	1004.667	15752.15		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	7.793334		
1	Unknown	47	0.1836	0.3013	0.4977833	16.47398	17.19546	18.0372	141.8651	217.002	1141	32293.82		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	22.82	216.99693:97 217.00203:120 217.00713:85 217.01222:58 217.01732:34	
2	Unknown	7	0.2228333	0.3405333	0.45855	-1	-1	-1	-1	188.9704	1313.333	15214.59		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	9.893333	188.96562:172	
3	Unknown	29	0.2228333	0.3405333	0.45855	14.42976	15.15125	15.99298	126.0851	188.9704	1441	40562.04		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	28.82	188.96562:71	
4	Unknown	7	0.2228333	0.3405333	0.8904333	-1	-1	-1	-1	557.0038	7112	133829.8		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	142.24	556.98749:598 557.00385:2737 560.85443:220 560.87085:1245	
5	Unknown	77	0.2228333	0.3405333	0.8904333	20.08142	20.92315	21.88514	166.4351	557.0038	7731.333	242593.1		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	154.6267	556.98749:203 557.00385:648	
6	Unknown	10	0.1836	0.45855	0.93	-1	-1	-1	-1	172.9942	623.6667	11431.22		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	12.47333	172.99422:265	
7	Unknown	30	0.1836	0.45855	0.93	14.18926	15.031	15.75249	125.8299	172.9942	783.6667	19321.44		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	15.67333		
8	Unknown	10	0.2228333	0.45855	0.8904333	-1	-1	-1	-1	498.9496	4755.333	87112.91		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	95.10667	498.93417:145 498.94962:1906	
9	Unknown	42	0.2228333	0.45855	0.8904333	15.87274	16.71447	17.43596	133.3746	498.9496	1101	28340.04		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	22.02	498.94189:90	
