PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Mobility left	Mobility	Mobility right	CCS	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference CCS	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	CCS matched	m/z matched	MS/MS matched	RT similarity	CCS similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	5	0.14875	0.2667667	0.50215	-1	-1	-1	-1	187.0075	1469	23462.65		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	16.34667	187.00748:474 188.96562:173	
1	Unknown	36	0.14875	0.2667667	0.50215	15.2715	15.99298	16.71447	133.1662	187.0075	1772.667	46052.56		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	35.45333		
2	Unknown	6	0.07028333	0.306	0.9343666	-1	-1	-1	-1	572.0392	478.3333	10899.38		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	9.566667	572.03918:219	
3	Unknown	78	0.07028333	0.306	0.9343666	20.8029	21.52439	22.24588	171.1031	572.0392	576	16341.71	283.256	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	11.52		283.25601:2350
4	Unknown	7	0.1879667	0.3452333	0.4629333	-1	-1	-1	-1	558.0081	565.3333	7486.009		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	7.373333	558.00812:245 560.87085:1115 562.87085:507	
5	Unknown	73	0.1879667	0.3452333	0.4629333	20.20166	20.92315	21.64464	166.4279	558.0081	711	18239.22		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	14.22	557.99994:71	
6	Unknown	8	0.2667667	0.3844667	0.8559	-1	-1	-1	-1	127.0008	434.6667	3310.306		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.693334		
7	Unknown	19	0.2667667	0.3844667	0.8559	12.74629	13.34753	14.06902	114.5507	127.0008	281.6667	6996.034		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	5.633333	126.9969:31 127.0008:53 127.00469:34 127.00859:21	
8	Unknown	72	0.2667667	0.3844667	0.8559	19.35993	20.32191	20.92315	174.2722	127.0008	153	4967.443		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	3.06	126.9969:26 127.0008:25	
9	Unknown	9	0.07028333	0.4237	0.5417166	-1	-1	-1	-1	256.2356	453.6667	4372.282		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	9.073334	256.23563:274	
10	Unknown	74	0.07028333	0.4237	0.5417166	19.60042	20.68266	21.40414	169.0853	256.2356	420.6667	11709.76	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.413333		248.97:13754 249.97501:420
11	Unknown	9	0.2272	0.4237	0.6594167	-1	-1	-1	-1	557.0038	7839	143215.6		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	156.2	556.98749:589 557.00385:3134 558.00812:200 560.87085:884	
12	Unknown	76	0.2272	0.4237	0.6594167	20.08142	20.92315	21.76489	166.4351	557.0038	8716.667	273249.2		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	174.3333	556.98749:166 557.00385:760 558.00812:70	
13	Unknown	10	0.306	0.4629333	0.6594167	-1	-1	-1	-1	557.0201	5218.667	74706.03		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	103.9467	556.98749:614 557.00385:3166 558.00812:227 560.87085:873	
14	Unknown	78	0.306	0.4629333	0.6594167	20.08142	20.92315	21.76489	166.435	557.0201	5625	170393.8		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	112.5	556.98749:164 557.00385:773 558.00812:72	
15	Unknown	14	0.2272	0.6201833	1.012833	-1	-1	-1	-1	116.0252	581.3333	4728.823		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	11.62667	116.02152:218	
16	Unknown	21	0.2272	0.6201833	1.012833	12.2653	12.98678	13.58802	112.4103	116.0252	625.3333	14487.46		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	12.50667	116.02152:53 116.02524:58 116.02897:33 116.03269:22	
17	Unknown	14	0.14875	0.6201833	1.092283	-1	-1	-1	-1	195.0654	806.3333	6509.267		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	16.12667	195.06544:324	
18	Unknown	52	0.14875	0.6201833	1.092283	15.99298	16.71447	17.31571	138.7875	195.0654	858.6667	19941.92		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	17.17333	195.06544:73	152.04298:23 197.98865:30
19	Unknown	14	0.1879667	0.6201833	1.05305	-1	-1	-1	-1	195.0654	806.3333	6509.267		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	16.12667	195.06544:294 195.13789:216	
20	Unknown	49	0.1879667	0.6201833	1.05305	15.99298	16.71447	17.31571	138.7875	195.0654	858.6667	19941.92		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	17.17333	195.06061:83	152.04298:23 197.98865:30
21	Unknown	14	0.14875	0.6201833	1.092283	-1	-1	-1	-1	239.0635	2837	25624.02		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	56.74	239.04747:23 239.06351:1174 240.06976:244	
22	Unknown	66	0.14875	0.6201833	1.092283	17.43596	18.39794	19.48018	150.9658	239.0635	2230.667	73000.09	223.029	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	44.61333	239.05283:100	195.075:1 223.02901:884
