PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Mobility left	Mobility	Mobility right	CCS	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference CCS	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	CCS matched	m/z matched	MS/MS matched	RT similarity	CCS similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	7	0.17235	0.3296	0.4473	-1	-1	-1	-1	141.0149	584.3333	5577.328		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	9.033334		
1	Unknown	25	0.17235	0.3296	0.4473	13.46778	14.30951	14.91075	121.6805	141.0149	665	15360.47		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	13.3		
2	Unknown	7	0.17235	0.3296	0.4473	-1	-1	-1	-1	141.0149	584.3333	5577.328		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	9.033334		
3	Unknown	24	0.17235	0.3296	0.4473	13.46778	14.30951	14.91075	121.6805	141.0149	663	15317.18		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	13.26		
4	Unknown	7	0.2115833	0.3296	0.7621334	-1	-1	-1	-1	557.0038	6822.333	131854.7		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	136.4467	557.00385:2732 560.85443:156 560.87085:1024	
5	Unknown	79	0.2115833	0.3296	0.7621334	20.08142	20.92315	22.00538	166.4351	557.0038	7328.333	238610.5	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	146.5667	556.98749:185 557.00385:667	248.97:15129
6	Unknown	7	0.2115833	0.3296	0.8017	-1	-1	-1	-1	557.0283	2863.667	54592.27		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	57.27333	557.00385:2650 560.85443:302 560.87085:1267	
7	Unknown	78	0.2115833	0.3296	0.8017	20.20166	20.92315	21.88514	166.4349	557.0283	3130.333	98346.04	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	62.60667	556.98749:166 557.00385:694	97.014:80 248.97:15132
8	Unknown	8	0.1331167	0.3688333	0.9586333	-1	-1	-1	-1	250.3086	376.3333	8123.869		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	7.526667	249.97501:7319 250.19376:189 250.97107:222 255.22919:689	
9	Unknown	8	0.1331167	0.3688333	0.9586333	11.54381	12.14505	12.86654	99.50513	250.3086	577.6667	12820.83	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	11.55333	249.97501:2372 250.19376:65 250.33052:62 250.97107:82	248.97:519400 249.407:2591 249.52699:1662 249.718:987 249.97501:22179
10	Unknown	9	0.2115833	0.4080667	0.7229	-1	-1	-1	-1	248.9155	479.3333	7869.314		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	9.586667	248.97002:136743 249.59244:675 249.97501:7228 250.97655:234	
11	Unknown	7	0.2115833	0.4080667	0.7229	11.54381	12.14505	12.86654	99.53316	248.9155	672	15649.06	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	13.44	248.97002:38918 249.33028:408 249.48318:268 249.60336:231 249.70718:169 249.82195:124 249.9258:112 249.97501:2128 250.97655:71	248.97:411228 249.298:3190 249.483:1663 249.77299:679 249.97501:18617
12	Unknown	9	0.2115833	0.4080667	0.7621334	-1	-1	-1	-1	250.1391	647.3333	13000.59		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	12.94667	249.97501:7319 250.19376:189 250.97107:222	
13	Unknown	8	0.2115833	0.4080667	0.7621334	11.54381	12.14505	12.86654	99.50852	250.1391	908.3333	20887.06	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	18.16667	249.66893:170 249.97501:2372 250.19376:65 250.33052:62 250.97107:82	248.97:424536 249.407:2249 249.52699:1494 249.718:883 249.97501:19036
14	Unknown	9	0.05465	0.4080667	0.7621334	-1	-1	-1	-1	250.9711	474.3333	6721.536		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	9.486667	250.97107:217	
15	Unknown	8	0.05465	0.4080667	0.7621334	11.18306	12.14505	12.86654	99.49191	250.9711	572.6667	13931.92	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	11.45333	250.97107:60	248.97:424536 249.308:3052 249.532:1550 249.60899:1021 249.92599:568 249.97501:19036
16	Unknown	9	0.2115833	0.4080667	0.8801666	-1	-1	-1	-1	558.0081	581.6667	6755.768		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	11.63333	560.85443:271 560.87085:1342 562.87085:578	
17	Unknown	80	0.2115833	0.4080667	0.8801666	20.32191	20.92315	21.64464	166.4279	558.0081	707.6667	17120.91	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	14.15333	558.00812:88	97.014:80 248.97:15165
18	Unknown	10	0.05465	0.4473	0.7621334	-1	-1	-1	-1	471.935	4488	116824.6		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	89.76	471.93503:1866	
