PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Mobility left	Mobility	Mobility right	CCS	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference CCS	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	CCS matched	m/z matched	MS/MS matched	RT similarity	CCS similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	7	0.1706167	0.32755	0.7604167	-1	-1	-1	-1	572.0392	548	7978.195		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	10.96	572.03918:231	
1	Unknown	83	0.1706167	0.32755	0.7604167	20.8029	21.52439	22.24588	171.1031	572.0392	732.6667	17683.68		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	14.65333		
2	Unknown	9	0.1706167	0.407	0.6034833	-1	-1	-1	-1	202.9828	1270	26004.1		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	16.56667	202.98285:468	
3	Unknown	48	0.1706167	0.407	0.6034833	15.51199	16.23348	17.43596	134.4702	202.9828	1555.667	42704.89		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	31.11333	202.98778:137	
4	Unknown	9	0.2490833	0.407	0.7211834	-1	-1	-1	-1	249.975	22295.33	475882.8		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	344.46	249.61975:638 249.97501:8717 250.9875:54	
5	Unknown	15	0.2490833	0.407	0.7211834	8.778104	12.14505	12.98678	99.51181	249.975	28831.67	813876.4	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	576.6334	249.73997:147 249.91487:113 249.97501:2691	248.97:402278 249.325:2803 249.51601:1556 249.565:1366 249.89301:525 249.97501:18486 250.172:172
6	Unknown	9	0.2490833	0.407	0.7211834	-1	-1	-1	-1	249.975	22295.33	475882.8		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	344.46	249.49411:916 249.66893:541 249.89847:313 249.97501:8467 250.31956:160 250.55489:92 250.98203:116	
7	Unknown	12	0.2490833	0.407	0.7211834	5.050416	12.14505	12.98678	99.51181	249.975	27662.67	979253.5	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	553.2534	249.61975:210 249.66893:180 249.97501:2724 250.29768:62	248.97:402278 249.325:2803 249.358:2506 249.565:1366 249.653:1023 249.888:555 249.97501:18486
8	Unknown	9	0.2883167	0.407	0.9961333	-1	-1	-1	-1	250.243	434.6667	6968.521		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	8.693334	249.97501:8741 255.22919:455	
9	Unknown	15	0.2883167	0.407	0.9961333	11.30331	12.14505	12.74629	99.50645	250.243	706.6667	15295.53	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	14.13333	249.97501:2624 250.22656:67	248.97:516930 249.341:2903 249.396:2669 249.97501:22361
10	Unknown	10	0.32755	0.4462333	0.8388833	-1	-1	-1	-1	250.1445	560	8725.897		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	11.2	249.97501:8741	
11	Unknown	15	0.32755	0.4462333	0.8388833	11.30331	12.14505	12.86654	99.50842	250.1445	901	19653.31	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	18.02	249.67986:194 249.97501:2624 250.22656:67	248.97:445650 249.341:2642 249.396:2451 249.97501:19811
12	Unknown	10	0.32755	0.4462333	0.7211834	-1	-1	-1	-1	471.9425	4251	59793.16		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	84.46	471.94254:1656	
13	Unknown	36	0.32755	0.4462333	0.7211834	14.18926	14.91075	15.87274	119.1882	471.9425	5103.667	143200.9		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	102.0733	471.91998:36 471.93503:400	248.96455:207
14	Unknown	10	0.32755	0.4462333	0.7211834	-1	-1	-1	-1	471.9425	4251	59793.16		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	84.46	471.94254:1753	
15	Unknown	32	0.32755	0.4462333	0.7211834	14.18926	14.91075	15.87274	119.1882	471.9425	4738	131051	471.935	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	94.76	471.93503:439	248.965:2031 471.935:763
16	Unknown	10	0.2490833	0.4462333	0.9569	-1	-1	-1	-1	557.0038	7882.667	128168.8		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	157.6533	556.98749:643 557.00385:3248 560.85443:229 560.87085:1411	
17	Unknown	86	0.2490833	0.4462333	0.9569	20.08142	20.92315	21.88514	166.4351	557.0038	8009.667	256178.8		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	160.1933	557.00385:822	
18	Unknown	10	0.2883167	0.4462333	0.8388833	-1	-1	-1	-1	865.0363	328.6667	3050.994		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	6.573333	865.03625:389	
