PeakID	Title	Scans	RT left(min)	RT (min)	RT right (min)	Mobility left	Mobility	Mobility right	CCS	Precursor m/z	Height	Area	Model masses	Adduct	Isotope	Comment	Reference RT	Reference CCS	Reference m/z	Formula	Ontology	InChIKey	SMILES	Annotation tag (VS1.0)	RT matched	CCS matched	m/z matched	MS/MS matched	RT similarity	CCS similarity	Dot product	Reverse dot product	Fragment presence %	Total score	S/N	MS1 isotopes	MSMS spectrum
0	Unknown	7	0.1510333	0.3475167	0.7401667	-1	-1	-1	-1	471.9425	4721.333	107380.9		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	94.42667	471.94254:1908	
1	Unknown	34	0.1510333	0.3475167	0.7401667	14.18926	14.91075	15.75249	119.1882	471.9425	5736.333	165372.2		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	114.7267	471.92752:155 471.94254:568	248.96455:207
2	Unknown	8	0.1510333	0.38675	0.50445	-1	-1	-1	-1	158.9768	371	2845.283		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	7.42	158.97678:201	
3	Unknown	26	0.1510333	0.38675	0.50445	13.22728	13.94877	14.55001	117.5035	158.9768	373	8636.217		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	7.46	158.97678:63 158.98114:42 158.9855:22	86.97806:31
4	Unknown	8	0.2687334	0.38675	0.7794	-1	-1	-1	-1	250.3415	352.6667	4316.297		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	7.053333	249.97501:7301 250.34146:172	
5	Unknown	11	0.2687334	0.38675	0.7794	11.30331	12.14505	12.74629	99.50447	250.3415	475	10281.19	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	9.5	249.97501:2177 250.40166:55	248.97:416244 249.347:2508 249.483:1758 249.696:865 249.806:597 249.97501:18350
6	Unknown	9	0.1510333	0.4259833	0.9758833	-1	-1	-1	-1	498.9496	5503.667	107611.8		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	110.0733	498.93417:332 498.94962:2202	
7	Unknown	48	0.1510333	0.4259833	0.9758833	15.99298	16.59422	17.31571	132.4167	498.9496	1496.667	39306.66		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	29.93333	498.94962:139	
8	Unknown	84	0.1510333	0.4259833	0.9758833	19.96117	20.92315	22.36613	166.8981	498.9496	4054.333	138222.7	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	81.08667	498.93417:104 498.94962:370	79.96:9 248.97:14828
9	Unknown	9	0.30795	0.4259833	0.93665	-1	-1	-1	-1	558.0081	596.6667	6797.915		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	11.93333	558.00812:293 560.87085:1487 562.87085:607	
10	Unknown	84	0.30795	0.4259833	0.93665	20.20166	20.92315	21.76489	166.4279	558.0081	627.3333	17979.48	248.97	[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	12.54667		79.96:9 248.97:14828
11	w/o MS2:2-Hydroxybenzaldehyde	10	0.30795	0.4652167	0.8186333	-1	-1	-1	-1	121.0284	409	4013.491		[M-H]-	M + 0		null	null	121.0295	C7H6O2	Hydroxybenzaldehydes	SMQUZDBALVYZAC-UHFFFAOYSA-N	O=CC=1C=CC=CC1O	530	True	True	True	False	null	93.4	null	null	null	99.4	8.18	121.02458:89	
12	w/o MS2:2-Hydroxybenzaldehyde	30	0.30795	0.4652167	0.8186333	13.70827	14.42976	15.031	124.3687	121.0284	442	10476		[M-H]-	M + 0		null	120.682	121.0295	C7H6O2	Hydroxybenzaldehydes	SMQUZDBALVYZAC-UHFFFAOYSA-N	O=CC=1C=CC=CC1O	510	True	True	True	False	null	93.4	null	null	null	99.4	8.84		
13	Unknown	10	0.30795	0.4652167	0.6224667	-1	-1	-1	-1	201.0218	806.3333	9107.88		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	15.06	202.98285:252	
14	Unknown	50	0.30795	0.4652167	0.6224667	16.23348	16.83472	17.55621	139.5239	201.0218	951.6667	24184.25		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	19.03333		
15	Unknown	12	0.38675	0.5436833	0.7009333	-1	-1	-1	-1	187.0075	763.6667	9804.741		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	11.19333	188.96562:289	
16	Unknown	37	0.38675	0.5436833	0.7009333	15.2715	15.87274	16.59422	132.1668	187.0075	1013	25013.97		[M-H]-	M + 0		null	null	null	null	null	null	null	999	False	False	False	False	null	null	null	null	null	null	20.26	187.00275:55	
